"sale_date","sale_month","total_sales"
"2019-03-03","2019-03-01 00:00:00+05:30","4622.070000000001"
"2019-03-04","2019-03-01 00:00:00+05:30","3708.99"
"2019-03-05","2019-03-01 00:00:00+05:30","5934.169999999999"
"2019-03-06","2019-03-01 00:00:00+05:30","2945.33"
"2019-03-07","2019-03-01 00:00:00+05:30","1369.77"
"2019-03-08","2019-03-01 00:00:00+05:30","2976.56"
"2019-03-09","2019-03-01 00:00:00+05:30","7118.139999999999"
"2019-03-10","2019-03-01 00:00:00+05:30","3012.6"
"2019-03-11","2019-03-01 00:00:00+05:30","2820.2399999999993"
"2019-03-12","2019-03-01 00:00:00+05:30","3502.43"
"2019-03-13","2019-03-01 00:00:00+05:30","1965.34"
"2019-03-14","2019-03-01 00:00:00+05:30","6871.079999999999"
"2019-03-15","2019-03-01 00:00:00+05:30","2802.2999999999993"
"2019-03-16","2019-03-01 00:00:00+05:30","3004.2599999999998"
"2019-03-17","2019-03-01 00:00:00+05:30","1882.18"
"2019-03-18","2019-03-01 00:00:00+05:30","1231.27"
"2019-03-19","2019-03-01 00:00:00+05:30","5467.039999999999"
"2019-03-20","2019-03-01 00:00:00+05:30","5198.29"
"2019-03-21","2019-03-01 00:00:00+05:30","1788.11"
"2019-03-22","2019-03-01 00:00:00+05:30","3027.7600000000007"
"2019-03-23","2019-03-01 00:00:00+05:30","3900.04"
"2019-03-24","2019-03-01 00:00:00+05:30","3311.87"
"2019-03-25","2019-03-01 00:00:00+05:30","2164.73"
"2019-03-26","2019-03-01 00:00:00+05:30","1869.06"
"2019-03-27","2019-03-01 00:00:00+05:30","2764.59"
"2019-03-28","2019-03-01 00:00:00+05:30","2123.2400000000002"
"2019-03-29","2019-03-01 00:00:00+05:30","3831.66"
"2019-03-30","2019-03-01 00:00:00+05:30","4273.389999999999"
"2020-01-01","2020-01-01 00:00:00+05:30","63"
"2020-01-02","2020-01-01 00:00:00+05:30","117"
"2020-01-03","2020-01-01 00:00:00+05:30","57"
"2020-01-04","2020-01-01 00:00:00+05:30","88"
"2020-01-05","2020-01-01 00:00:00+05:30","627"
"2020-01-07","2020-01-01 00:00:00+05:30","370"
"2020-01-08","2020-01-01 00:00:00+05:30","481"
"2020-01-09","2020-01-01 00:00:00+05:30","83"
"2020-01-11","2020-01-01 00:00:00+05:30","185"
"2020-01-12","2020-01-01 00:00:00+05:30","178"
"2020-01-13","2020-01-01 00:00:00+05:30","234"
"2020-01-14","2020-01-01 00:00:00+05:30","52"
"2020-01-15","2020-01-01 00:00:00+05:30","144"
"2020-01-17","2020-01-01 00:00:00+05:30","393"
"2020-01-20","2020-01-01 00:00:00+05:30","215"
"2020-01-21","2020-01-01 00:00:00+05:30","160"
"2020-01-22","2020-01-01 00:00:00+05:30","338"
"2020-01-23","2020-01-01 00:00:00+05:30","347"
"2020-01-24","2020-01-01 00:00:00+05:30","814"
"2020-01-25","2020-01-01 00:00:00+05:30","609"
"2020-01-26","2020-01-01 00:00:00+05:30","78"
"2020-01-27","2020-01-01 00:00:00+05:30","227"
"2020-01-28","2020-01-01 00:00:00+05:30","201"
"2020-01-29","2020-01-01 00:00:00+05:30","276"
"2020-01-30","2020-01-01 00:00:00+05:30","434"
"2020-02-02","2020-02-01 00:00:00+05:30","50"
"2020-02-03","2020-02-01 00:00:00+05:30","54"
"2020-02-04","2020-02-01 00:00:00+05:30","404"
"2020-02-05","2020-02-01 00:00:00+05:30","128"
"2020-02-06","2020-02-01 00:00:00+05:30","239"
"2020-02-07","2020-02-01 00:00:00+05:30","168"
"2020-02-08","2020-02-01 00:00:00+05:30","361"
"2020-02-09","2020-02-01 00:00:00+05:30","75"
"2020-02-10","2020-02-01 00:00:00+05:30","547"
"2020-02-11","2020-02-01 00:00:00+05:30","250"
"2020-02-12","2020-02-01 00:00:00+05:30","94"
"2020-02-13","2020-02-01 00:00:00+05:30","200"
"2020-02-14","2020-02-01 00:00:00+05:30","99"
"2020-02-15","2020-02-01 00:00:00+05:30","116"
"2020-02-16","2020-02-01 00:00:00+05:30","153"
"2020-02-17","2020-02-01 00:00:00+05:30","156"
"2020-02-18","2020-02-01 00:00:00+05:30","648"
"2020-02-19","2020-02-01 00:00:00+05:30","693"
"2020-02-20","2020-02-01 00:00:00+05:30","133"
"2020-02-21","2020-02-01 00:00:00+05:30","467"
"2020-02-22","2020-02-01 00:00:00+05:30","242"
"2020-02-23","2020-02-01 00:00:00+05:30","206"
"2020-02-24","2020-02-01 00:00:00+05:30","359"
"2020-02-25","2020-02-01 00:00:00+05:30","96"
"2020-02-26","2020-02-01 00:00:00+05:30","170"
"2020-02-27","2020-02-01 00:00:00+05:30","451"
"2020-02-28","2020-02-01 00:00:00+05:30","365"
"2020-02-29","2020-02-01 00:00:00+05:30","111"
"2020-03-01","2020-03-01 00:00:00+05:30","156"
"2020-03-02","2020-03-01 00:00:00+05:30","520"
"2020-03-03","2020-03-01 00:00:00+05:30","263"
"2020-03-04","2020-03-01 00:00:00+05:30","194"
"2020-03-05","2020-03-01 00:00:00+05:30","156"
"2020-03-07","2020-03-01 00:00:00+05:30","132"
"2020-03-08","2020-03-01 00:00:00+05:30","254"
"2020-03-09","2020-03-01 00:00:00+05:30","24"
"2020-03-10","2020-03-01 00:00:00+05:30","17"
"2020-03-11","2020-03-01 00:00:00+05:30","115"
"2020-03-12","2020-03-01 00:00:00+05:30","167"
"2020-03-13","2020-03-01 00:00:00+05:30","136"
"2020-03-14","2020-03-01 00:00:00+05:30","332"
"2020-03-16","2020-03-01 00:00:00+05:30","201"
"2020-03-18","2020-03-01 00:00:00+05:30","78"
"2020-03-19","2020-03-01 00:00:00+05:30","475"
"2020-03-20","2020-03-01 00:00:00+05:30","177"
"2020-03-21","2020-03-01 00:00:00+05:30","237"
"2020-03-22","2020-03-01 00:00:00+05:30","96"
"2020-03-24","2020-03-01 00:00:00+05:30","478"
"2020-03-25","2020-03-01 00:00:00+05:30","603"
"2020-03-26","2020-03-01 00:00:00+05:30","302"
"2020-03-27","2020-03-01 00:00:00+05:30","279"
"2020-03-28","2020-03-01 00:00:00+05:30","123"
"2020-03-29","2020-03-01 00:00:00+05:30","321"
"2020-03-30","2020-03-01 00:00:00+05:30","154"
"2020-03-31","2020-03-01 00:00:00+05:30","198"
"2020-04-01","2020-04-01 00:00:00+05:30","240"
"2020-04-02","2020-04-01 00:00:00+05:30","60"
"2020-04-03","2020-04-01 00:00:00+05:30","319"
"2020-04-04","2020-04-01 00:00:00+05:30","454"
"2020-04-05","2020-04-01 00:00:00+05:30","600"
"2020-04-06","2020-04-01 00:00:00+05:30","367"
"2020-04-07","2020-04-01 00:00:00+05:30","412"
"2020-04-08","2020-04-01 00:00:00+05:30","174"
"2020-04-09","2020-04-01 00:00:00+05:30","135"
"2020-04-11","2020-04-01 00:00:00+05:30","276"
"2020-04-12","2020-04-01 00:00:00+05:30","343"
"2020-04-13","2020-04-01 00:00:00+05:30","366"
"2020-04-14","2020-04-01 00:00:00+05:30","140"
"2020-04-15","2020-04-01 00:00:00+05:30","441"
"2020-04-16","2020-04-01 00:00:00+05:30","351"
"2020-04-19","2020-04-01 00:00:00+05:30","370"
"2020-04-20","2020-04-01 00:00:00+05:30","174"
"2020-04-21","2020-04-01 00:00:00+05:30","70"
"2020-04-22","2020-04-01 00:00:00+05:30","226"
"2020-04-23","2020-04-01 00:00:00+05:30","104"
"2020-04-24","2020-04-01 00:00:00+05:30","369"
"2020-04-25","2020-04-01 00:00:00+05:30","290"
"2020-04-26","2020-04-01 00:00:00+05:30","186"
"2020-04-27","2020-04-01 00:00:00+05:30","356"
"2020-04-28","2020-04-01 00:00:00+05:30","128"
"2020-04-29","2020-04-01 00:00:00+05:30","147"
"2020-04-30","2020-04-01 00:00:00+05:30","120"
"2020-05-01","2020-05-01 00:00:00+05:30","423"
"2020-05-03","2020-05-01 00:00:00+05:30","210"
"2020-05-04","2020-05-01 00:00:00+05:30","321"
"2020-05-05","2020-05-01 00:00:00+05:30","597"
"2020-05-06","2020-05-01 00:00:00+05:30","633"
"2020-05-07","2020-05-01 00:00:00+05:30","426"
"2020-05-08","2020-05-01 00:00:00+05:30","605"
"2020-05-10","2020-05-01 00:00:00+05:30","543"
"2020-05-11","2020-05-01 00:00:00+05:30","240"
"2020-05-12","2020-05-01 00:00:00+05:30","132"
"2020-05-13","2020-05-01 00:00:00+05:30","252"
"2020-05-14","2020-05-01 00:00:00+05:30","32"
"2020-05-15","2020-05-01 00:00:00+05:30","400"
"2020-05-16","2020-05-01 00:00:00+05:30","216"
"2020-05-17","2020-05-01 00:00:00+05:30","24"
"2020-05-19","2020-05-01 00:00:00+05:30","357"
"2020-05-20","2020-05-01 00:00:00+05:30","192"
"2020-05-21","2020-05-01 00:00:00+05:30","458"
"2020-05-22","2020-05-01 00:00:00+05:30","401"
"2020-05-23","2020-05-01 00:00:00+05:30","186"
"2020-05-24","2020-05-01 00:00:00+05:30","419"
"2020-05-25","2020-05-01 00:00:00+05:30","182"
"2020-05-26","2020-05-01 00:00:00+05:30","356"
"2020-05-27","2020-05-01 00:00:00+05:30","240"
"2020-05-28","2020-05-01 00:00:00+05:30","147"
"2020-05-30","2020-05-01 00:00:00+05:30","446"
"2020-05-31","2020-05-01 00:00:00+05:30","110"
"2020-06-02","2020-06-01 00:00:00+05:30","92"
"2020-06-03","2020-06-01 00:00:00+05:30","50"
"2020-06-04","2020-06-01 00:00:00+05:30","363"
"2020-06-06","2020-06-01 00:00:00+05:30","160"
"2020-06-07","2020-06-01 00:00:00+05:30","141"
"2020-06-08","2020-06-01 00:00:00+05:30","212"
"2020-06-09","2020-06-01 00:00:00+05:30","314"
"2020-06-10","2020-06-01 00:00:00+05:30","332"
"2020-06-11","2020-06-01 00:00:00+05:30","30"
"2020-06-12","2020-06-01 00:00:00+05:30","303"
"2020-06-13","2020-06-01 00:00:00+05:30","147"
"2020-06-14","2020-06-01 00:00:00+05:30","191"
"2020-06-15","2020-06-01 00:00:00+05:30","348"
"2020-06-17","2020-06-01 00:00:00+05:30","92"
"2020-06-18","2020-06-01 00:00:00+05:30","166"
"2020-06-19","2020-06-01 00:00:00+05:30","333"
"2020-06-20","2020-06-01 00:00:00+05:30","142"
"2020-06-21","2020-06-01 00:00:00+05:30","217"
"2020-06-22","2020-06-01 00:00:00+05:30","460"
"2020-06-23","2020-06-01 00:00:00+05:30","136"
"2020-06-24","2020-06-01 00:00:00+05:30","215"
"2020-06-25","2020-06-01 00:00:00+05:30","72"
"2020-06-26","2020-06-01 00:00:00+05:30","501"
"2020-06-27","2020-06-01 00:00:00+05:30","202"
"2020-06-28","2020-06-01 00:00:00+05:30","158"
"2020-06-30","2020-06-01 00:00:00+05:30","57"
"2020-07-01","2020-07-01 00:00:00+05:30","186"
"2020-07-02","2020-07-01 00:00:00+05:30","164"
"2020-07-03","2020-07-01 00:00:00+05:30","171"
"2020-07-04","2020-07-01 00:00:00+05:30","108"
"2020-07-05","2020-07-01 00:00:00+05:30","138"
"2020-07-06","2020-07-01 00:00:00+05:30","34"
"2020-07-07","2020-07-01 00:00:00+05:30","228"
"2020-07-08","2020-07-01 00:00:00+05:30","325"
"2020-07-09","2020-07-01 00:00:00+05:30","338"
"2020-07-10","2020-07-01 00:00:00+05:30","213"
"2020-07-12","2020-07-01 00:00:00+05:30","28"
"2020-07-13","2020-07-01 00:00:00+05:30","456"
"2020-07-14","2020-07-01 00:00:00+05:30","210"
"2020-07-15","2020-07-01 00:00:00+05:30","139"
"2020-07-16","2020-07-01 00:00:00+05:30","78"
"2020-07-17","2020-07-01 00:00:00+05:30","214"
"2020-07-18","2020-07-01 00:00:00+05:30","148"
"2020-07-20","2020-07-01 00:00:00+05:30","331"
"2020-07-21","2020-07-01 00:00:00+05:30","234"
"2020-07-22","2020-07-01 00:00:00+05:30","425"
"2020-07-23","2020-07-01 00:00:00+05:30","278"
"2020-07-24","2020-07-01 00:00:00+05:30","605"
"2020-07-25","2020-07-01 00:00:00+05:30","85"
"2020-07-26","2020-07-01 00:00:00+05:30","149"
"2020-07-27","2020-07-01 00:00:00+05:30","622"
"2020-07-28","2020-07-01 00:00:00+05:30","355"
"2020-07-29","2020-07-01 00:00:00+05:30","273"
"2020-07-30","2020-07-01 00:00:00+05:30","258"
"2020-07-31","2020-07-01 00:00:00+05:30","87"
"2020-08-01","2020-08-01 00:00:00+05:30","625"
"2020-08-02","2020-08-01 00:00:00+05:30","355"
"2020-08-03","2020-08-01 00:00:00+05:30","722"
"2020-08-04","2020-08-01 00:00:00+05:30","659"
"2020-08-05","2020-08-01 00:00:00+05:30","876"
"2020-08-06","2020-08-01 00:00:00+05:30","551"
"2020-08-07","2020-08-01 00:00:00+05:30","710"
"2020-08-08","2020-08-01 00:00:00+05:30","582"
"2020-08-09","2020-08-01 00:00:00+05:30","851"
"2020-08-10","2020-08-01 00:00:00+05:30","516"
"2020-08-11","2020-08-01 00:00:00+05:30","170"
"2020-08-12","2020-08-01 00:00:00+05:30","483"
"2020-08-13","2020-08-01 00:00:00+05:30","951"
"2020-08-14","2020-08-01 00:00:00+05:30","335"
"2020-08-15","2020-08-01 00:00:00+05:30","323"
"2020-08-16","2020-08-01 00:00:00+05:30","401"
"2020-08-17","2020-08-01 00:00:00+05:30","263"
"2020-08-18","2020-08-01 00:00:00+05:30","489"
"2020-08-19","2020-08-01 00:00:00+05:30","301"
"2020-08-20","2020-08-01 00:00:00+05:30","210"
"2020-08-21","2020-08-01 00:00:00+05:30","226"
"2020-08-22","2020-08-01 00:00:00+05:30","107"
"2020-08-23","2020-08-01 00:00:00+05:30","291"
"2020-08-24","2020-08-01 00:00:00+05:30","23"
"2020-08-25","2020-08-01 00:00:00+05:30","396"
"2020-08-26","2020-08-01 00:00:00+05:30","852"
"2020-08-27","2020-08-01 00:00:00+05:30","923"
"2020-08-28","2020-08-01 00:00:00+05:30","864"
"2020-08-29","2020-08-01 00:00:00+05:30","1286"
"2020-08-30","2020-08-01 00:00:00+05:30","744"
"2020-08-31","2020-08-01 00:00:00+05:30","732"
"2020-09-01","2020-09-01 00:00:00+05:30","170"
"2020-09-02","2020-09-01 00:00:00+05:30","837"
"2020-09-03","2020-09-01 00:00:00+05:30","551"
"2020-09-04","2020-09-01 00:00:00+05:30","210"
"2020-09-05","2020-09-01 00:00:00+05:30","359"
"2020-09-06","2020-09-01 00:00:00+05:30","203"
"2020-09-07","2020-09-01 00:00:00+05:30","326"
"2020-09-08","2020-09-01 00:00:00+05:30","644"
"2020-09-09","2020-09-01 00:00:00+05:30","698"
"2020-09-10","2020-09-01 00:00:00+05:30","243"
"2020-09-11","2020-09-01 00:00:00+05:30","497"
"2020-09-12","2020-09-01 00:00:00+05:30","409"
"2020-09-13","2020-09-01 00:00:00+05:30","1019"
"2020-09-14","2020-09-01 00:00:00+05:30","184"
"2020-09-15","2020-09-01 00:00:00+05:30","762"
"2020-09-16","2020-09-01 00:00:00+05:30","312"
"2020-09-17","2020-09-01 00:00:00+05:30","451"
"2020-09-18","2020-09-01 00:00:00+05:30","429"
"2020-09-19","2020-09-01 00:00:00+05:30","788"
"2020-09-20","2020-09-01 00:00:00+05:30","537"
"2020-09-21","2020-09-01 00:00:00+05:30","458"
"2020-09-22","2020-09-01 00:00:00+05:30","707"
"2020-09-23","2020-09-01 00:00:00+05:30","780"
"2020-09-24","2020-09-01 00:00:00+05:30","75"
"2020-09-25","2020-09-01 00:00:00+05:30","615"
"2020-09-26","2020-09-01 00:00:00+05:30","728"
"2020-09-27","2020-09-01 00:00:00+05:30","256"
"2020-09-28","2020-09-01 00:00:00+05:30","607"
"2020-09-29","2020-09-01 00:00:00+05:30","509"
"2020-09-30","2020-09-01 00:00:00+05:30","981"
"2020-10-01","2020-10-01 00:00:00+05:30","1539"
"2020-10-02","2020-10-01 00:00:00+05:30","530"
"2020-10-03","2020-10-01 00:00:00+05:30","302"
"2020-10-04","2020-10-01 00:00:00+05:30","1219"
"2020-10-05","2020-10-01 00:00:00+05:30","238"
"2020-10-06","2020-10-01 00:00:00+05:30","409"
"2020-10-07","2020-10-01 00:00:00+05:30","520"
"2020-10-08","2020-10-01 00:00:00+05:30","466"
"2020-10-09","2020-10-01 00:00:00+05:30","86"
"2020-10-10","2020-10-01 00:00:00+05:30","829"
"2020-10-11","2020-10-01 00:00:00+05:30","749"
"2020-10-12","2020-10-01 00:00:00+05:30","682"
"2020-10-13","2020-10-01 00:00:00+05:30","1002"
"2020-10-14","2020-10-01 00:00:00+05:30","843"
"2020-10-15","2020-10-01 00:00:00+05:30","390"
"2020-10-16","2020-10-01 00:00:00+05:30","407"
"2020-10-17","2020-10-01 00:00:00+05:30","529"
"2020-10-18","2020-10-01 00:00:00+05:30","568"
"2020-10-19","2020-10-01 00:00:00+05:30","693"
"2020-10-20","2020-10-01 00:00:00+05:30","834"
"2020-10-21","2020-10-01 00:00:00+05:30","1151"
"2020-10-22","2020-10-01 00:00:00+05:30","780"
"2020-10-23","2020-10-01 00:00:00+05:30","379"
"2020-10-24","2020-10-01 00:00:00+05:30","412"
"2020-10-25","2020-10-01 00:00:00+05:30","343"
"2020-10-26","2020-10-01 00:00:00+05:30","132"
"2020-10-27","2020-10-01 00:00:00+05:30","411"
"2020-10-28","2020-10-01 00:00:00+05:30","331"
"2020-10-29","2020-10-01 00:00:00+05:30","825"
"2020-10-30","2020-10-01 00:00:00+05:30","126"
"2020-10-31","2020-10-01 00:00:00+05:30","533"
"2020-11-01","2020-11-01 00:00:00+05:30","2738"
"2020-11-02","2020-11-01 00:00:00+05:30","1830"
"2020-11-03","2020-11-01 00:00:00+05:30","1635"
"2020-11-04","2020-11-01 00:00:00+05:30","985"
"2020-11-05","2020-11-01 00:00:00+05:30","1822"
"2020-11-06","2020-11-01 00:00:00+05:30","2102"
"2020-11-07","2020-11-01 00:00:00+05:30","1405"
"2020-11-08","2020-11-01 00:00:00+05:30","2171"
"2020-11-09","2020-11-01 00:00:00+05:30","2034"
"2020-11-10","2020-11-01 00:00:00+05:30","1962"
"2020-11-11","2020-11-01 00:00:00+05:30","1236"
"2020-11-12","2020-11-01 00:00:00+05:30","2282"
"2020-11-13","2020-11-01 00:00:00+05:30","1750"
"2020-11-14","2020-11-01 00:00:00+05:30","2792"
"2020-11-15","2020-11-01 00:00:00+05:30","2153"
"2020-11-16","2020-11-01 00:00:00+05:30","2184"
"2020-11-17","2020-11-01 00:00:00+05:30","2132"
"2020-11-18","2020-11-01 00:00:00+05:30","2581"
"2020-11-19","2020-11-01 00:00:00+05:30","1643"
"2020-11-20","2020-11-01 00:00:00+05:30","1579"
"2020-11-21","2020-11-01 00:00:00+05:30","2589"
"2020-11-22","2020-11-01 00:00:00+05:30","2220"
"2020-11-23","2020-11-01 00:00:00+05:30","1843"
"2020-11-24","2020-11-01 00:00:00+05:30","1600"
"2020-11-25","2020-11-01 00:00:00+05:30","1929"
"2020-11-26","2020-11-01 00:00:00+05:30","2094"
"2020-11-27","2020-11-01 00:00:00+05:30","3547"
"2020-11-28","2020-11-01 00:00:00+05:30","1689"
"2020-11-29","2020-11-01 00:00:00+05:30","1893"
"2020-11-30","2020-11-01 00:00:00+05:30","1726"
"2020-12-01","2020-12-01 00:00:00+05:30","3752"
"2020-12-02","2020-12-01 00:00:00+05:30","1660"
"2020-12-03","2020-12-01 00:00:00+05:30","1972"
"2020-12-04","2020-12-01 00:00:00+05:30","1380"
"2020-12-05","2020-12-01 00:00:00+05:30","1148"
"2020-12-06","2020-12-01 00:00:00+05:30","1778"
"2020-12-07","2020-12-01 00:00:00+05:30","2240"
"2020-12-08","2020-12-01 00:00:00+05:30","1788"
"2020-12-09","2020-12-01 00:00:00+05:30","2795"
"2020-12-10","2020-12-01 00:00:00+05:30","1968"
"2020-12-11","2020-12-01 00:00:00+05:30","3184"
"2020-12-12","2020-12-01 00:00:00+05:30","1696"
"2020-12-13","2020-12-01 00:00:00+05:30","2188"
"2020-12-14","2020-12-01 00:00:00+05:30","1016"
"2020-12-15","2020-12-01 00:00:00+05:30","2370"
"2020-12-16","2020-12-01 00:00:00+05:30","1583"
"2020-12-17","2020-12-01 00:00:00+05:30","1920"
"2020-12-18","2020-12-01 00:00:00+05:30","1768"
"2020-12-19","2020-12-01 00:00:00+05:30","1533"
"2020-12-20","2020-12-01 00:00:00+05:30","2035"
"2020-12-21","2020-12-01 00:00:00+05:30","2733"
"2020-12-22","2020-12-01 00:00:00+05:30","1752"
"2020-12-23","2020-12-01 00:00:00+05:30","1825"
"2020-12-24","2020-12-01 00:00:00+05:30","1871"
"2020-12-25","2020-12-01 00:00:00+05:30","2081"
"2020-12-26","2020-12-01 00:00:00+05:30","1649"
"2020-12-27","2020-12-01 00:00:00+05:30","1615"
"2020-12-28","2020-12-01 00:00:00+05:30","1173"
"2020-12-29","2020-12-01 00:00:00+05:30","2964"
"2020-12-30","2020-12-01 00:00:00+05:30","1754"
"2020-12-31","2020-12-01 00:00:00+05:30","1592"
"2021-01-01","2021-01-01 00:00:00+05:30","259"
"2021-01-02","2021-01-01 00:00:00+05:30","262"
"2021-01-03","2021-01-01 00:00:00+05:30","312"
"2021-01-04","2021-01-01 00:00:00+05:30","419"
"2021-01-05","2021-01-01 00:00:00+05:30","86"
"2021-01-06","2021-01-01 00:00:00+05:30","246"
"2021-01-07","2021-01-01 00:00:00+05:30","288"
"2021-01-08","2021-01-01 00:00:00+05:30","576"
"2021-01-11","2021-01-01 00:00:00+05:30","662"
"2021-01-12","2021-01-01 00:00:00+05:30","154"
"2021-01-13","2021-01-01 00:00:00+05:30","477"
"2021-01-14","2021-01-01 00:00:00+05:30","274"
"2021-01-16","2021-01-01 00:00:00+05:30","272"
"2021-01-17","2021-01-01 00:00:00+05:30","261"
"2021-01-18","2021-01-01 00:00:00+05:30","361"
"2021-01-19","2021-01-01 00:00:00+05:30","583"
"2021-01-20","2021-01-01 00:00:00+05:30","319"
"2021-01-21","2021-01-01 00:00:00+05:30","102"
"2021-01-22","2021-01-01 00:00:00+05:30","267"
"2021-01-23","2021-01-01 00:00:00+05:30","199"
"2021-01-24","2021-01-01 00:00:00+05:30","342"
"2021-01-26","2021-01-01 00:00:00+05:30","104"
"2021-01-27","2021-01-01 00:00:00+05:30","329"
"2021-01-29","2021-01-01 00:00:00+05:30","144"
"2021-01-31","2021-01-01 00:00:00+05:30","270"
"2021-02-02","2021-02-01 00:00:00+05:30","529"
"2021-02-03","2021-02-01 00:00:00+05:30","167"
"2021-02-04","2021-02-01 00:00:00+05:30","108"
"2021-02-07","2021-02-01 00:00:00+05:30","32"
"2021-02-08","2021-02-01 00:00:00+05:30","120"
"2021-02-09","2021-02-01 00:00:00+05:30","531"
"2021-02-10","2021-02-01 00:00:00+05:30","268"
"2021-02-11","2021-02-01 00:00:00+05:30","598"
"2021-02-12","2021-02-01 00:00:00+05:30","449"
"2021-02-13","2021-02-01 00:00:00+05:30","653"
"2021-02-14","2021-02-01 00:00:00+05:30","222"
"2021-02-15","2021-02-01 00:00:00+05:30","739"
"2021-02-16","2021-02-01 00:00:00+05:30","336"
"2021-02-17","2021-02-01 00:00:00+05:30","132"
"2021-02-18","2021-02-01 00:00:00+05:30","609"
"2021-02-19","2021-02-01 00:00:00+05:30","296"
"2021-02-20","2021-02-01 00:00:00+05:30","49"
"2021-02-22","2021-02-01 00:00:00+05:30","251"
"2021-02-23","2021-02-01 00:00:00+05:30","246"
"2021-02-24","2021-02-01 00:00:00+05:30","426"
"2021-02-25","2021-02-01 00:00:00+05:30","447"
"2021-02-26","2021-02-01 00:00:00+05:30","186"
"2021-02-27","2021-02-01 00:00:00+05:30","67"
"2021-02-28","2021-02-01 00:00:00+05:30","539"
"2021-03-01","2021-03-01 00:00:00+05:30","457"
"2021-03-02","2021-03-01 00:00:00+05:30","499"
